Sno,Date,State/UnionTerritory,ConfirmedIndianNational,Cured,Deaths,ConfirmedForeignNational
1291,10/4/20,Arunachal Pradesh,1,0,0,
1292,10/4/20,Assam,29,0,0,
1293,10/4/20,Bihar,39,0,1,
1294,10/4/20,Chandigarh,18,7,0,
1295,10/4/20,Chhattisgarh,10,9,0,
1296,10/4/20,Delhi,720,25,12,
1297,10/4/20,Goa,7,0,0,
1298,10/4/20,Gujarat,241,26,17,
1299,10/4/20,Haryana,169,29,3,
1300,10/4/20,Himachal Pradesh,18,2,1,
1301,10/4/20,Jammu and Kashmir,158,4,4,
1302,10/4/20,Jharkhand,13,0,1,
1303,10/4/20,Karnataka,181,28,5,
1304,10/4/20,Kerala,357,96,2,
1305,10/4/20,Ladakh,15,10,0,
1306,10/4/20,Madhya Pradesh,259,0,16,
1307,10/4/20,Maharashtra,1364,125,97,
1308,10/4/20,Manipur,2,1,0,
1309,10/4/20,Mizoram,1,0,0,
1310,10/4/20,Odisha,44,2,1,
1311,10/4/20,Puducherry,5,1,0,
1312,10/4/20,Punjab,101,4,8,
1313,10/4/20,Rajasthan,463,21,3,
1314,10/4/20,Tamil Nadu,834,21,8,
1315,10/4/20,Telengana,442,35,7,
1316,10/4/20,Tripura,1,0,0,
1317,10/4/20,Uttarakhand,35,5,0,
1318,10/4/20,Uttar Pradesh,410,31,4,
1319,10/4/20,West Bengal,116,16,5,
1320,10/4/20,Andhra Pradesh,363,7,6,
1321,10/4/20,Andaman and Nicobar Islands,11,0,0,
1322,10/4/20,Arunachal Pradesh,1,0,0,
1323,10/4/20,Assam,29,0,0,
1324,10/4/20,Bihar,60,0,1,
1325,10/4/20,Chandigarh,18,7,0,
1326,10/4/20,Chhattisgarh,10,9,0,
1327,10/4/20,Delhi,898,25,13,
1328,10/4/20,Goa,7,1,0,
1329,10/4/20,Gujarat,241,26,17,
1330,10/4/20,Haryana,169,29,3,
1331,10/4/20,Himachal Pradesh,28,6,1,
1332,10/4/20,Jammu and Kashmir,184,6,4,
1333,10/4/20,Jharkhand,13,0,1,
1334,10/4/20,Karnataka,197,30,6,
1335,10/4/20,Kerala,357,96,2,
1336,10/4/20,Ladakh,15,10,0,
1337,10/4/20,Madhya Pradesh,259,0,16,
1338,10/4/20,Maharashtra,1364,125,97,
1339,10/4/20,Manipur,2,1,0,
1340,10/4/20,Mizoram,1,0,0,
1341,10/4/20,Odisha,44,2,1,
1342,10/4/20,Puducherry,5,1,0,
1343,10/4/20,Punjab,132,5,11,
1344,10/4/20,Rajasthan,463,21,3,
1345,10/4/20,Tamil Nadu,834,21,8,
1346,10/4/20,Telengana,473,35,7,
1347,10/4/20,Tripura,1,0,0,
1348,10/4/20,Uttarakhand,35,5,0,
1349,10/4/20,Uttar Pradesh,431,32,4,
1350,10/4/20,West Bengal,116,16,5,
1351,11/4/20,Andhra Pradesh,363,7,6,
1352,11/4/20,Andaman and Nicobar Islands,11,0,0,
1353,11/4/20,Arunachal Pradesh,1,0,0,
1354,11/4/20,Assam,29,0,1,
1355,11/4/20,Bihar,60,0,1,
1356,11/4/20,Chandigarh,18,7,0,
1357,11/4/20,Chhattisgarh,18,9,0,
1358,11/4/20,Delhi,903,25,13,
1359,11/4/20,Goa,7,1,0,
1360,11/4/20,Gujarat,308,31,19,
1361,11/4/20,Haryana,177,29,3,
1362,11/4/20,Himachal Pradesh,28,6,1,
1363,11/4/20,Jammu and Kashmir,207,6,4,
1364,11/4/20,Jharkhand,14,0,1,
1365,11/4/20,Karnataka,207,31,6,
1366,11/4/20,Kerala,364,123,2,
1367,11/4/20,Ladakh,15,10,0,
1368,11/4/20,Madhya Pradesh,435,0,33,
1369,11/4/20,Maharashtra,1574,188,110,
1370,11/4/20,Manipur,2,1,0,
1371,11/4/20,Mizoram,1,0,0,
1372,11/4/20,Odisha,48,2,1,
1373,11/4/20,Puducherry,5,1,0,
1374,11/4/20,Punjab,132,5,11,
1375,11/4/20,Rajasthan,553,21,3,
1376,11/4/20,Tamil Nadu,911,44,8,
1377,11/4/20,Telengana,473,43,7,
1378,11/4/20,Tripura,1,0,0,
1379,11/4/20,Uttarakhand,35,5,0,
1380,11/4/20,Uttar Pradesh,431,32,4,
1381,11/4/20,West Bengal,116,16,5,
1382,11/4/20,Andhra Pradesh,381,11,6,
1383,11/4/20,Andaman and Nicobar Islands,11,0,0,
1384,11/4/20,Arunachal Pradesh,1,0,0,
1385,11/4/20,Assam,29,0,1,
1386,11/4/20,Bihar,60,0,1,
1387,11/4/20,Chandigarh,18,7,0,
1388,11/4/20,Chhattisgarh,18,9,0,
1389,11/4/20,Delhi,903,25,14,
1390,11/4/20,Goa,7,1,0,
1391,11/4/20,Gujarat,308,31,19,
1392,11/4/20,Haryana,177,29,3,
1393,11/4/20,Himachal Pradesh,28,6,1,
1394,11/4/20,Jammu and Kashmir,207,6,4,
1395,11/4/20,Jharkhand,17,0,1,
1396,11/4/20,Karnataka,214,37,6,
1397,11/4/20,Kerala,364,123,2,
1398,11/4/20,Ladakh,15,10,0,
1399,11/4/20,Madhya Pradesh,443,0,33,
1400,11/4/20,Maharashtra,1574,188,110,
1401,11/4/20,Manipur,2,1,0,
1402,11/4/20,Mizoram,1,0,0,
1403,11/4/20,Odisha,48,2,1,
1404,11/4/20,Puducherry,7,1,0,
1405,11/4/20,Punjab,132,5,11,
1406,11/4/20,Rajasthan,553,21,3,
1407,11/4/20,Tamil Nadu,911,44,8,
1408,11/4/20,Telengana,504,43,9,
1409,11/4/20,Tripura,2,0,0,
1410,11/4/20,Uttarakhand,35,5,0,
1411,11/4/20,Uttar Pradesh,433,32,4,
1412,11/4/20,West Bengal,126,16,5,
1413,12/4/20,Andhra Pradesh,381,11,6,
1414,12/4/20,Andaman and Nicobar Islands,11,10,0,
1415,12/4/20,Arunachal Pradesh,1,0,0,
1416,12/4/20,Assam,29,0,1,
1417,12/4/20,Bihar,63,0,1,
1418,12/4/20,Chandigarh,19,7,0,
1419,12/4/20,Chhattisgarh,18,9,0,
1420,12/4/20,Delhi,1069,25,19,
1421,12/4/20,Goa,7,5,0,
1422,12/4/20,Gujarat,432,44,22,
1423,12/4/20,Haryana,177,29,3,
1424,12/4/20,Himachal Pradesh,32,6,1,
1425,12/4/20,Jammu and Kashmir,207,6,4,
1426,12/4/20,Jharkhand,17,0,1,
1427,12/4/20,Karnataka,214,37,6,
1428,12/4/20,Kerala,364,123,2,
1429,12/4/20,Ladakh,15,10,0,
1430,12/4/20,Madhya Pradesh,532,0,36,
1431,12/4/20,Maharashtra,1761,208,127,
1432,12/4/20,Manipur,2,1,0,
1433,12/4/20,Mizoram,1,0,0,
1434,12/4/20,Odisha,50,2,1,
1435,12/4/20,Puducherry,7,1,0,
1436,12/4/20,Punjab,151,5,11,
1437,12/4/20,Rajasthan,700,21,3,
1438,12/4/20,Tamil Nadu,969,44,10,
1439,12/4/20,Telengana,504,43,9,
1440,12/4/20,Tripura,2,0,0,
1441,12/4/20,Uttarakhand,35,5,0,
1442,12/4/20,Uttar Pradesh,452,45,5,
1443,12/4/20,West Bengal,134,19,5,
1444,12/4/20,Andhra Pradesh,381,11,6,
1445,12/4/20,Andaman and Nicobar Islands,11,10,0,
1446,12/4/20,Arunachal Pradesh,1,0,0,
1447,12/4/20,Assam,29,0,1,
1448,12/4/20,Bihar,64,19,1,
1449,12/4/20,Chandigarh,19,7,0,
1450,12/4/20,Chhattisgarh,25,10,0,
1451,12/4/20,Delhi,1069,25,19,
1452,12/4/20,Goa,7,5,0,
1453,12/4/20,Gujarat,432,44,22,
1454,12/4/20,Haryana,185,29,3,
1455,12/4/20,Himachal Pradesh,32,6,1,
1456,12/4/20,Jammu and Kashmir,224,6,4,
1457,12/4/20,Jharkhand,17,0,1,
1458,12/4/20,Karnataka,226,37,6,
1459,12/4/20,Kerala,374,142,2,
1460,12/4/20,Ladakh,15,10,0,
1461,12/4/20,Madhya Pradesh,564,0,36,
1462,12/4/20,Maharashtra,1761,208,127,
1463,12/4/20,Manipur,2,1,0,
1464,12/4/20,Mizoram,1,0,0,
1465,12/4/20,Odisha,54,12,1,
1466,12/4/20,Puducherry,7,1,0,
1467,12/4/20,Punjab,151,5,11,
1468,12/4/20,Rajasthan,700,21,3,
1469,12/4/20,Tamil Nadu,969,44,10,
1470,12/4/20,Telengana,504,43,9,
1471,12/4/20,Tripura,2,0,0,
1472,12/4/20,Uttarakhand,35,5,0,
1473,12/4/20,Uttar Pradesh,452,45,5,
1474,12/4/20,West Bengal,134,19,5,
1475,13/04/2020,Andhra Pradesh,427,11,7,
1476,13/04/2020,Andaman and Nicobar Islands,11,10,0,
1477,13/04/2020,Arunachal Pradesh,1,0,0,
1478,13/04/2020,Assam,29,0,1,
1479,13/04/2020,Bihar,64,19,1,
1480,13/04/2020,Chandigarh,21,7,0,
1481,13/04/2020,Chhattisgarh,31,10,0,
1482,13/04/2020,Delhi,1154,27,24,
1483,13/04/2020,Goa,7,5,0,
1484,13/04/2020,Gujarat,516,44,25,
1485,13/04/2020,Haryana,185,29,3,
1486,13/04/2020,Himachal Pradesh,32,13,1,
1487,13/04/2020,Jammu and Kashmir,245,6,4,
1488,13/04/2020,Jharkhand,19,0,2,
1489,13/04/2020,Karnataka,232,57,6,
1490,13/04/2020,Kerala,376,179,2,
1491,13/04/2020,Ladakh,15,10,0,
1492,13/04/2020,Madhya Pradesh,564,0,36,
1493,13/04/2020,Maharashtra,1985,217,149,
1494,13/04/2020,Manipur,2,1,0,
1495,13/04/2020,Mizoram,1,0,0,
1496,13/04/2020,Odisha,54,12,1,
1497,13/04/2020,Puducherry,7,1,0,
1498,13/04/2020,Punjab,151,5,11,
1499,13/04/2020,Rajasthan,804,21,3,
1500,13/04/2020,Tamil Nadu,1043,50,11,
1501,13/04/2020,Telengana,504,43,9,
1502,13/04/2020,Tripura,2,0,0,
1503,13/04/2020,Uttarakhand,35,5,0,
1504,13/04/2020,Uttar Pradesh,483,46,5,
1505,13/04/2020,West Bengal,152,29,7,
1506,13/04/2020,Andhra Pradesh,432,11,7,
1507,13/04/2020,Andaman and Nicobar Islands,11,10,0,
1508,13/04/2020,Arunachal Pradesh,1,0,0,
1509,13/04/2020,Assam,31,0,1,
1510,13/04/2020,Bihar,64,26,1,
1511,13/04/2020,Chandigarh,21,7,0,
1512,13/04/2020,Chhattisgarh,31,10,0,
1513,13/04/2020,Delhi,1154,27,24,
1514,13/04/2020,Goa,7,5,0,
1515,13/04/2020,Gujarat,539,47,26,
1516,13/04/2020,Haryana,185,29,3,
1517,13/04/2020,Himachal Pradesh,32,13,1,
1518,13/04/2020,Jammu and Kashmir,245,6,4,
1519,13/04/2020,Jharkhand,19,0,2,
1520,13/04/2020,Karnataka,247,59,6,
1521,13/04/2020,Kerala,376,179,3,
1522,13/04/2020,Ladakh,15,10,0,
1523,13/04/2020,Madhya Pradesh,604,44,43,
1524,13/04/2020,Maharashtra,1985,217,149,
1525,13/04/2020,Manipur,2,1,0,
1526,13/04/2020,Mizoram,1,0,0,
1527,13/04/2020,Nagaland,1,0,0,
1528,13/04/2020,Odisha,54,12,1,
1529,13/04/2020,Puducherry,7,1,0,
1530,13/04/2020,Punjab,167,14,11,
1531,13/04/2020,Rajasthan,812,21,3,
1532,13/04/2020,Tamil Nadu,1075,50,11,
1533,13/04/2020,Telengana,562,100,16,
1534,13/04/2020,Tripura,2,0,0,
1535,13/04/2020,Uttarakhand,35,5,0,
1536,13/04/2020,Uttar Pradesh,483,47,5,
1537,13/04/2020,West Bengal,152,29,7,
1538,14/04/2020,Andhra Pradesh,432,11,7,
1539,14/04/2020,Andaman and Nicobar Islands,11,10,0,
1540,14/04/2020,Arunachal Pradesh,1,0,0,
1541,14/04/2020,Assam,31,0,1,
1542,14/04/2020,Bihar,65,26,1,
1543,14/04/2020,Chandigarh,21,7,0,
1544,14/04/2020,Chhattisgarh,31,10,0,
1545,14/04/2020,Delhi,1510,30,28,
1546,14/04/2020,Goa,7,5,0,
1547,14/04/2020,Gujarat,539,54,26,
1548,14/04/2020,Haryana,185,29,3,
1549,14/04/2020,Himachal Pradesh,32,13,1,
1550,14/04/2020,Jammu and Kashmir,270,16,4,
1551,14/04/2020,Jharkhand,24,0,2,
1552,14/04/2020,Karnataka,247,59,6,
1553,14/04/2020,Kerala,379,198,3,
1554,14/04/2020,Ladakh,15,10,0,
1555,14/04/2020,Madhya Pradesh,604,44,43,
1556,14/04/2020,Maharashtra,2334,217,160,
1557,14/04/2020,Manipur,2,1,0,
1558,14/04/2020,Mizoram,1,0,0,
1559,14/04/2020,Nagaland,1,0,0,
1560,14/04/2020,Odisha,54,12,1,
1561,14/04/2020,Puducherry,7,1,0,
1562,14/04/2020,Punjab,167,14,11,
1563,14/04/2020,Rajasthan,873,21,3,
1564,14/04/2020,Tamil Nadu,1173,58,11,
1565,14/04/2020,Telengana,562,100,16,
1566,14/04/2020,Tripura,2,0,0,
1567,14/04/2020,Uttarakhand,35,5,0,
1568,14/04/2020,Uttar Pradesh,558,49,5,
1569,14/04/2020,West Bengal,190,36,7,
1570,14/04/2020,Andhra Pradesh,473,14,9,
1571,14/04/2020,Andaman and Nicobar Islands,11,10,0,
1572,14/04/2020,Arunachal Pradesh,1,0,0,
1573,14/04/2020,Assam,31,0,1,
1574,14/04/2020,Bihar,66,26,1,
1575,14/04/2020,Chandigarh,21,7,0,
1576,14/04/2020,Chhattisgarh,31,10,0,
1577,14/04/2020,Delhi,1510,30,28,
1578,14/04/2020,Goa,7,5,0,
1579,14/04/2020,Gujarat,617,55,26,
1580,14/04/2020,Haryana,199,34,3,
1581,14/04/2020,Himachal Pradesh,32,13,1,
1582,14/04/2020,Jammu and Kashmir,270,16,4,
1583,14/04/2020,Jharkhand,24,0,2,
1584,14/04/2020,Karnataka,258,65,9,
1585,14/04/2020,Kerala,379,198,3,
1586,14/04/2020,Ladakh,15,10,0,
1587,14/04/2020,Madhya Pradesh,730,51,50,
1588,14/04/2020,Maharashtra,2337,229,160,
1589,14/04/2020,Manipur,2,1,0,
1590,14/04/2020,Meghalaya,1,0,0,
1591,14/04/2020,Mizoram,1,0,0,
1592,14/04/2020,Nagaland,1,0,0,
1593,14/04/2020,Odisha,55,18,1,
1594,14/04/2020,Puducherry,7,1,0,
1595,14/04/2020,Punjab,176,14,12,
1596,14/04/2020,Rajasthan,879,133,3,
1597,14/04/2020,Tamil Nadu,1173,58,11,
1598,14/04/2020,Telengana,624,100,17,
1599,14/04/2020,Tripura,2,0,0,
1600,14/04/2020,Uttarakhand,35,7,0,
1601,14/04/2020,Uttar Pradesh,657,49,5,
1602,14/04/2020,West Bengal,190,36,7,
1603,15/04/2020,Andhra Pradesh,483,16,9,
1604,15/04/2020,Andaman and Nicobar Islands,11,10,0,
1605,15/04/2020,Arunachal Pradesh,1,0,0,
1606,15/04/2020,Assam,32,0,1,
1607,15/04/2020,Bihar,66,29,1,
1608,15/04/2020,Chandigarh,21,7,0,
1609,15/04/2020,Chhattisgarh,33,13,0,
1610,15/04/2020,Delhi,1561,30,30,
1611,15/04/2020,Goa,7,5,0,
1612,15/04/2020,Gujarat,650,59,28,
1613,15/04/2020,Haryana,199,34,3,
1614,15/04/2020,Himachal Pradesh,33,13,1,
1615,15/04/2020,Jammu and Kashmir,278,30,4,
1616,15/04/2020,Jharkhand,27,0,2,
1617,15/04/2020,Karnataka,260,71,10,
1618,15/04/2020,Kerala,387,211,3,
1619,15/04/2020,Ladakh,17,10,0,
1620,15/04/2020,Madhya Pradesh,730,51,50,
1621,15/04/2020,Maharashtra,2687,259,178,
1622,15/04/2020,Manipur,2,1,0,
1623,15/04/2020,Meghalaya,1,0,0,
1624,15/04/2020,Mizoram,1,0,0,
1625,15/04/2020,Nagaland#,0,0,0,
1626,15/04/2020,Odisha,60,18,1,
1627,15/04/2020,Puducherry,7,1,0,
1628,15/04/2020,Punjab,176,14,12,
1629,15/04/2020,Rajasthan,969,147,3,
1630,15/04/2020,Tamil Nadu,1204,81,12,
1631,15/04/2020,Telengana,624,100,17,
1632,15/04/2020,Tripura,2,0,0,
1633,15/04/2020,Uttarakhand,37,9,0,
1634,15/04/2020,Uttar Pradesh,660,50,5,
1635,15/04/2020,West Bengal,213,37,7,
1636,15/04/2020,Andaman and Nicobar Islands,11,10,0,
1637,15/04/2020,Andhra Pradesh,503,16,9,
1638,15/04/2020,Arunachal Pradesh,1,0,0,
1639,15/04/2020,Assam,33,0,1,
1640,15/04/2020,Bihar,70,29,1,
1641,15/04/2020,Chandigarh,21,7,0,
1642,15/04/2020,Chhattisgarh,33,13,0,
1643,15/04/2020,Delhi,1561,30,30,
1644,15/04/2020,Goa,7,5,0,
1645,15/04/2020,Gujarat,695,59,30,
1646,15/04/2020,Haryana,199,34,3,
1647,15/04/2020,Himachal Pradesh,33,13,1,
1648,15/04/2020,Jammu and Kashmir,278,30,4,
1649,15/04/2020,Jharkhand,27,0,2,
1650,15/04/2020,Karnataka,277,75,11,
1651,15/04/2020,Kerala,387,211,3,
1652,15/04/2020,Ladakh,17,10,0,
1653,15/04/2020,Madhya Pradesh,987,64,53,
1654,15/04/2020,Maharashtra,2687,259,178,
1655,15/04/2020,Manipur,2,1,0,
1656,15/04/2020,Meghalaya,7,0,1,
1657,15/04/2020,Mizoram,1,0,0,
1658,15/04/2020,Nagaland#,0,0,0,
1659,15/04/2020,Odisha,60,18,1,
1660,15/04/2020,Puducherry,7,1,0,
1661,15/04/2020,Punjab,186,14,13,
1662,15/04/2020,Rajasthan,1005,147,3,
1663,15/04/2020,Tamil Nadu,1204,81,12,
1664,15/04/2020,Telengana,647,120,18,
1665,15/04/2020,Tripura,2,0,0,
1666,15/04/2020,Uttarakhand,37,9,0,
1667,15/04/2020,Uttar Pradesh,735,51,11,
1668,15/04/2020,West Bengal,213,37,7,
1669,16/04/2020,Andaman and Nicobar Islands,11,10,0,
1670,16/04/2020,Andhra Pradesh,525,20,14,
1671,16/04/2020,Arunachal Pradesh,1,0,0,
1672,16/04/2020,Assam,33,0,1,
1673,16/04/2020,Bihar,70,29,1,
1674,16/04/2020,Chandigarh,21,7,0,
1675,16/04/2020,Chhattisgarh,33,17,0,
1676,16/04/2020,Delhi,1578,40,32,
1677,16/04/2020,Goa,7,5,0,
1678,16/04/2020,Gujarat,766,64,33,
1679,16/04/2020,Haryana,205,43,3,
1680,16/04/2020,Himachal Pradesh,35,16,1,
1681,16/04/2020,Jammu and Kashmir,300,36,4,
1682,16/04/2020,Jharkhand,28,0,2,
1683,16/04/2020,Karnataka,279,80,12,
1684,16/04/2020,Kerala,388,218,3,
1685,16/04/2020,Ladakh,17,10,0,
1686,16/04/2020,Madhya Pradesh,987,64,53,
1687,16/04/2020,Maharashtra,2916,295,187,
1688,16/04/2020,Manipur,2,1,0,
1689,16/04/2020,Meghalaya,7,0,1,
1690,16/04/2020,Mizoram,1,0,0,
1691,16/04/2020,Nagaland#,0,0,0,
1692,16/04/2020,Odisha,60,18,1,
1693,16/04/2020,Puducherry,7,1,0,
1694,16/04/2020,Punjab,186,27,13,
1695,16/04/2020,Rajasthan,1023,147,3,
1696,16/04/2020,Tamil Nadu,1242,118,14,
1697,16/04/2020,Telengana,647,120,18,
1698,16/04/2020,Tripura,2,1,0,
1699,16/04/2020,Uttarakhand,37,9,0,
1700,16/04/2020,Uttar Pradesh,735,51,11,
1701,16/04/2020,West Bengal,231,42,7,
1702,16/04/2020,Andaman and Nicobar Islands,11,10,0,
1703,16/04/2020,Andhra Pradesh,534,20,14,
1704,16/04/2020,Arunachal Pradesh,1,0,0,
1705,16/04/2020,Assam,33,5,1,
1706,16/04/2020,Bihar,74,29,1,
1707,16/04/2020,Chandigarh,21,7,0,
1708,16/04/2020,Chhattisgarh,33,17,0,
1709,16/04/2020,Delhi,1578,40,32,
1710,16/04/2020,Goa,7,5,0,
1711,16/04/2020,Gujarat,766,64,33,
1712,16/04/2020,Haryana,205,43,3,
1713,16/04/2020,Himachal Pradesh,35,16,1,
1714,16/04/2020,Jammu and Kashmir,300,36,4,
1715,16/04/2020,Jharkhand,28,0,2,
1716,16/04/2020,Karnataka,279,80,12,
1717,16/04/2020,Kerala,388,218,3,
1718,16/04/2020,Ladakh,17,10,0,
1719,16/04/2020,Madhya Pradesh,987,64,53,
1720,16/04/2020,Maharashtra,2916,295,187,
1721,16/04/2020,Manipur,2,1,0,
1722,16/04/2020,Meghalaya,7,0,1,
1723,16/04/2020,Mizoram,1,0,0,
1724,16/04/2020,Nagaland#,0,0,0,
1725,16/04/2020,Odisha,60,18,1,
1726,16/04/2020,Puducherry,7,1,0,
1727,16/04/2020,Punjab,186,27,13,
1728,16/04/2020,Rajasthan,1023,147,3,
1729,16/04/2020,Tamil Nadu,1242,118,14,
1730,16/04/2020,Telengana,647,120,18,
1731,16/04/2020,Tripura,2,1,0,
1732,16/04/2020,Uttarakhand,37,9,0,
1733,16/04/2020,Uttar Pradesh,735,51,11,
1734,16/04/2020,West Bengal,231,42,7,
